reply_id,text,news_source
1.04791056666327E+018, Canadamidwives,NR00026
1.04789206016072E+018, D Oickle I was so impressed when I learned this That may beat all of Nova Scotia ,NR00026
1.04789138910576E+018, D Oickle Were up to three midwives now in temiskamingshores covering area all the way up to Kirkland Lake ,NR00026
1.0483034751327E+018, dionnems SheenaBSooD SagefemmeSB JeniStevensS2S elainebdmidwife BradfieldZoe nodexl,NR00026
1.04830110081249E+018, janethemidwife SheenaBSooD SagefemmeSB JeniStevensS2S elainebdmidwife BradfieldZoe nodexl,NR00026
1.04811707221827E+018, MidwivesRCM ScotlandRCM WhoseShoes world midwives BUMidwiferySoc MidwivesIreland De KNOV,NR00026
1.04815238127005E+018, RHDinPregnancy sistercherisse ,NR00026
1.04818199521235E+018, world midwives RHDinPregnancy Yay the midwives AboriginalMidw1,NR00026
1.05723400608805E+018,And more ,NR00026
1.04829878384556E+018,Boom ,NR00026
1.04514148194877E+018, CowVetPaul,NR00028
1.04497992866252E+018,Forget milk Use indegenious cow urine as medicine and cancer will commit suicide,NR00028
1.04472925403715E+018, EurekAlert I agree But for every good image the public sees many of these in the media,NR00030
1.04308947347353E+018, davidamills But it doesnt measure Bifidobacterium at all It measures metabolites that can be pr,NR00032
1.04317023609293E+018, davidamills The EVIVO test measures levels of key metabolites including acetate and lactate which i,NR00032
1.04298326174232E+018,Very cool Is it reliable in frozen stool samples ,NR00032
1.04323206401366E+018,Yes we designed it to work with previously frozen stool Check out our video on how this works,NR00032
1.04534186876098E+018, beatinggbm4,NR00033
1.04196071054316E+018,lets hope so ,NR00034
1.13374326601546E+018,Thank you,NR00035
1.13377710147406E+018,Youre very welcome Cindy Please let me know if I can be of any other help ,NR00035
1.07448835752119E+018,Un dels oncolegs m s reconegut Antoni Ribas Oncoleg Catal que es dedica a lestudi i investigaci del c ncer de,NR00039
1.03482800514143E+018,Would a pt with spine lung and liver mets be a candidate for this ,NR00039
1.03203893321812E+018, CMAJ MacDeptMed ProfBEEM Dr Worster was my dads ERP when he had his MI never was I so relieved t,NR00042
1.0320535829993E+018, MacHealthSci CMAJ MacDeptMed ProfBEEM Thanks for sharing this great example of partnership in action,NR00042
1.03009833651725E+018, NI,NR00043
1.03450904604756E+018, NIH Lol never heard of this organization ,NR00043
1.03015252970994E+018,My A1C was 4 6 at 10 weeks and I failed my OGTT My A1C throughout my pregnancy never went higher th,NR00043
1.0300817752871E+018,Yes people who eat glucose become intolerant of it so just stop eating glucose and grains that carry it ,NR00043
1.02952916631053E+018, EurekAlert una pregunta la Clortalidona 12 5 aumenta el Acido urico verdad Amlodipina 2 5 mg Telmisartan 20 mg opcion mas,NR00045
1.02775979345549E+018, ACSHorg Not only absurdly small n 9 but no control cohort diet uncontrolled this is bullshit not science ,NR00047
1.02718322976428E+018, AnnieBruton kimble rachel,NR00047
1.02728709094034E+018, ivanoransky It has to make you laugh then think Um I dont think Abrahams means laugh at it because its under powered ,NR00047
1.02731192201273E+018, ivanoransky No ,NR00047
1.0274007974774E+018, ivanoransky No no Emerging means it is trial balloon If not too many folks giggle and gaffaw then they will run with it ,NR00047
1.02729778442744E+018, Skepticscalpel How are these study results even viable with only 9 participants ,NR00047
1.02737392661429E+018, stephaniemlee And a surrogate marker The fact that the AAAS brand is at the top with this disclaime,NR00047
1.02738054913088E+018, stephaniemlee I naively didnt realize Eurekalert was a pay to subscribe or pay per use service That,NR00047
1.0275009244771E+018,A total of nine healthy adults what a sample size drank around 200ml of tart cherry juice every day Researchers,NR00047
1.02718222495591E+018,If this is not that some cherry picked data ,NR00047
1.02724349649798E+018,In 1998 Wakefield based on 12 patients all of them having significant other problems Wakefield is i,NR00047
1.02738175717007E+018,Its emerging that means its real ,NR00047
1.02717923093583E+018,Oh for gods sake Lets see how many media outlets pick THIS one up ,NR00047
1.02718994297858E+018,This could be an ignobel candidate for AIR ,NR00047
1.02774081808019E+018,You are so cynical ccziv Thanks for the read At least they noted who funded the study And 9 subjects ,NR00047
1.02759569824863E+018,You pay your money and aaas will lend you its credibility ,NR00047
1.023959369422E+018,Awsome invention ,NR00050
1.02600916069198E+018,Im sorry but ever since the Theranos scandal I am very very VERY wary of any device that claims to be,NR00050
1.02173544347644E+018, VitorMendesPer1 Congrats Nikki ,NR00051
1.02103272403378E+018,I think I need this Lol,NR00052
1.01995258967959E+018, medical xpress Let them eat cake then ,NR00053
1.02927368209772E+018,Nothing like adding a little fuel to the fire chuckle ,NR00053
1.02008536601407E+018,Thats way I love being a fluffy grandma ,NR00053
1.0978841825194E+018, dupuytren But what ,NR00056
1.09789348879924E+018, ThailandMedica,NR00056
1.09789356721595E+018, ThailandMedica,NR00056
1.08556678715504E+018,We are always here to help ,NR00056
1.00976022402941E+018, MassGeneralNews EurekAlert AmDiabetesAssn Seems very important For those of us without the means t,NR00062
1.15186705367171E+018,BCG 1 HbA1c 3 5 BCG ,NR00062
1.0099509594207E+018,This is exciting news I will be following I have been a DCCT EDIC study participant for TID for 30 years and will,NR00062
1.00624462864587E+018, EurekAlert Awesome info ,NR00066
1.00633486499456E+018, EurekAlert But they taste like mangoes ,NR00066
1.00659137784368E+018, EurekAlert Love them Here in Fl they are coming into season I have 2 on my mango tree,NR00066
1.00625261764167E+018, Microbiomeplus EurekAlert Good to know,NR00066
1.0065920700631E+018, PCRM EurekAlert They are so yummy to me,NR00066
1.00923560108907E+018,Interesting study promoting the benefits of mangoes Perfect for summer ,NR00066
1.00310781147833E+018, NHK ,NR00068
1.00127302365425E+018, doc cook Oh that is just too dang cool ,NR00072
9.92828189473944E+017, VTGN is gonna be lot better ,NR00078
9.92826170105369E+017,If Vtgn shows efficacy jnj buys them,NR00078
9.92715499434738E+017, OfTraum,NR00079
9.94922434108232E+017,But on reading primary paper the evidence for interaction between fish protein parvalbumin and the clumps of,NR00083
9.8731871035544E+017, GrattonCaterina WUSTL A step in the right direction to assess reproducibility but continuous rsfMR,NR00084
9.87349931009757E+017, hashtagAshleyN NeuroCellPress WUSTL stevenmnelson ndosenbach gordonneuro DeannaJGreene,NR00084
7.55044219488731E+017, MDMagazine Blood tests have overtaken diagnosis to the near exclusion of patient self reports doctors active listening ,NR00085
9.40044017890243E+017, ProfCarolineS Great question it looks like it is quite pain specific We are running a survey at th,NR00091
9.399176013078E+017, ProfCarolineS Wonder if it would have any influence on other types of gynecological pain such as with en,NR00091
1.14592702151777E+018,Here are some more articles in this thread,NR00091
9.79728885225947E+017, aparanjape netshrink breakthrough path breaking miracle therapies are encountered probably,NR00092
9.79431235444294E+017,Great work Would this type of device provide any relief for tension type headaches or is it mainly for migraines ,NR00092
9.79713610422411E+017,Hmm after TMS was initially hyped so much for psychiatric disorders only to slowly fizzle out cant sa,NR00092
9.79487684115751E+017,Thank you for your interest Studies using sTMS have been studied specifically in migraine We do not ha,NR00092
9.81985109162254E+017, Antibodies against the gene products of individual TRK genes can be found at our website,NR00093
9.78602992537625E+017, DMResponse DrScottNewton robust new tech Bring it ,NR00094
9.78346494163083E+017, MUSChealth Just what I need ,NR00094
9.78347266258952E+017,Hi todays chat topic is tips for using storytelling in dementia care creativitycare,NR00095
9.78707905582117E+017,If this is true we can all get tested now or anytime Just a saliva test ,NR00095
9.78707648148259E+017,Some times these findings come and go but we have try and make sure that we dont miss a simple therapy,NR00095
9.78704398988784E+017,Wow Is that possible ,NR00095
9.75850113611502E+017, SandeepBaglaMD Team VIV Very Happy to read that the procedure we described with my colleague Dr O,NR00097
9.81289505591308E+017,And the sad reality is T vec is far in superior to PV10,NR00098
9.7635677627793E+017,Oncolytic virus is a hot topic ,NR00098
9.76339204207792E+017,With a modified virus injected directly into the cancer interesting ,NR00098
9.73920310884995E+017, ARRS Radiology EurekAlert Which kind of breast cancers ,NR00099
9.70634436147544E+017,a 60K solution for an option already available OTC for under 5 bucks ha ,NR00102
9.70634920002404E+017,Comes standard with every first class ticket on Singapore Airlines ,NR00102
9.70636958014804E+017,Discount included in NRA memberships ,NR00102
9.70634258086851E+017,Include in the flight package lol,NR00102
9.70635310911623E+017,Is this a joke 60K ,NR00102
9.70639639399805E+017,Not a Vanda fan but PIII design suggests its used for just 1 day Implies cost per acute episode is,NR00102
9.7063749791409E+017,Perfect price point for Skymall ,NR00102
9.70635547424076E+017,Thats approximately what it currently costs for the blindness indication it is approved for ,NR00102
9.71359292354892E+017,Whoever chose the stock photo cant possibly be the same person who wrote this I wish they had read the article ,NR00104
9.68223845898445E+017, SanJoan Oh verd SanJoan ,NR00106
9.68538583991816E+017,2 things 1 Having everything will never work or make you happy 2 What others say is most of the ti,NR00106
9.68603875140915E+017,Been taking probiotics for a while Fecal transplant if they fail bacteria,NR00106
9.71149023330497E+017,Ive used the orange brand which is okay But both my proctologist and gastroenterologist recomme,NR00106
9.68581585065869E+017,nice ,NR00106
9.79388486179607E+017,This is true Raine,NR00106
1.16313415741918E+018,Learn the basics of the Mediterranean Diet here,NR00107
9.72532502542869E+017,Weve written about the heart health benefits of a Mediterranean Diet here,NR00107
9.74071382479987E+017, ATCanonymous,NR00109
9.74085296840151E+017, chelsmtoney Thank you ,NR00109
9.64162811063566E+017, concussionblog I completely agree,NR00109
9.64436037081563E+017, DrRider ,NR00109
9.64431894929588E+017, DrRider Marker dx Ct Dx plan treatment CT ,NR00109
9.64179301221446E+017, megtirrell This is why we have a Canadian CT head rule and PECARN ,NR00109
9.64164439929905E+017, NFL Read this please ,NR00109
9.6415756582647E+017, nytimes Putting a price tag on events that risk TBI as opposed to a player sitting out if they fail a,NR00109
9.64410957228159E+017, ollq pllo CSF Rhinorrhea ,NR00109
9.64410622505923E+017, ollq pllo FDA Thai ,NR00109
9.63847848327463E+017, SGottliebFDA Right And that not so much analysis as it is common sense ,NR00109
9.6391302108815E+017, Test results can be available within 3 to 4 hours CT results are available right away and allow eval,NR00109
9.64931884349383E+017, US FDA Awesome to see new means of testing for concussion but questions remain about uch l1 and g,NR00109
9.64511584465846E+017, virenkaul drdangayach AmyGDalaMD Seems like another 1000 to bill for what If it takes 4 hrs its n,NR00109
9.63853935239942E+017,Clinical evaluation works well IMO ,NR00109
9.71235484683981E+017,gen idealist sa l k habercilerinin dikkatine sunar m akguleser1 ve fesraoz,NR00109
9.6530811018018E+017,Great stuff that effectively proves what the research has been pointing to for a while now Trying t,NR00109
9.6530855129924E+017,I wont be holding my breath ,NR00109
9.63847917776892E+017,Instead if intentional vagueness in addressing these deaths why not admit publicly that those 43 dea,NR00109
9.64851515579159E+017,Interesting article ,NR00109
9.63965742885597E+017,It will get a lot of mention for concussion diagnosis but thats not its use And doesnt fit well i,NR00109
9.64233451938501E+017,It would have been nice if NATA1950 made that distinction when they tweeted the story out ,NR00109
9.64179457408893E+017,Let us be very clear that this is not a blood test for concussions but a blood test for ruling out in,NR00109
9.74092264996835E+017,Never said it was a TEST for concussions Apologize if it came across that way was just stating the headl,NR00109
9.74082193336295E+017,NOT a test for concussion not for kids under 18 Please read statement from NATA,NR00109
9.63965420716855E+017,Read it today too Had the thought that the FDA doesnt seem to know what this test does ,NR00109
9.639431826891E+017,Super frustrating The scary thing is on the Banyan website Although they never use the word concuss,NR00109
1.03080924912581E+018,That sounds hopeful ,NR00109
9.63847176144253E+017,This is great Now why cant we make progress by making use of analyses of kratom supported by scien,NR00109
9.64173291777872E+017,What about kids in sports So they can have early warnings to quit before they have to much damage m,NR00109
9.64911494747083E+017,Wow ,NR00109
9.63956615102779E+017,Wow I just tweeted about this a sec ago as it seemed promising Digging in a little further it ap,NR00109
9.64744001034302E+017,Wow if this is real its a game changer ,NR00109
9.65012721598165E+017,Yowza,NR00109
9.6228562642169E+017,Awesome work ,NR00110
9.62017137823924E+017,Now add Severe Very Severe ME to the trials Sweden shows abnl proteins in CSF of these pts and this disease m,NR00110
9.62286687555605E+017,Will this approach be eventually implemented to diagnose or will PD remain to be clinicallt diagnosed ,NR00110
9.63900815336493E+017, BarnsGreg I dont think that is a fair criticism We often see BarnsGreg stand up and advocate for pa,NR00111
1.01394148644929E+018, Bleeding4Kansas EurekAlert ksleg CJOnlin,NR00111
9.63887658547237E+017, DizzyLizzy2906 ukhomeoffice PaulFlynnMP Limbic capitalism sugar tobacco etc This is one of m,NR00111
1.01394890284678E+018, MikeLoBurgio EurekAlert Tell this to the premier of South Australia he needs educating on this issue ,NR00111
9.72334306772255E+017, noshitsherlock,NR00111
9.63961036574478E+017, PlayersNetwork you have every right to be against alcohol amp marijuana amp profanity your apparentl,NR00111
9.65314541142856E+017, ScienceDaily Great article Amazing stats LegalizeIt flowerpower ,NR00111
9.638220992017E+017, ukhomeoffice PaulFlynnMP Agreed Misuse of Drugs Act 1971 has barely if at all been revised in 50y,NR00111
9.63860595429859E+017, ukhomeoffice PaulFlynnMP And all the while scientific researchers like Prof David Nutt have had t,NR00111
9.63816977335759E+017, ukhomeoffice PaulFlynnMP They and all the governments since 1971 have done a very good job of ignoring the evidence ,NR00111
9.63858634747863E+017, ukhomeoffice PaulFlynnMP Unless you work in the home office then you can ease licences through fo,NR00111
9.6378310603237E+017,But you will likely do it on your own since most doctors are being paid to profit from other drugs ,NR00111
9.6673050981983E+017,Education and legalization will help on this critical front cannabis PainManagement CherylShuman,NR00111
9.63786383683965E+017,For senoirs also with depression apetite loss not sleeping well helps enjoy music movies more e,NR00111
9.64142424959472E+017,Hello Jeff Sessions,NR00111
9.63610879798469E+017,It seems like common sense to be honest ,NR00111
1.0443455144085E+018,Nice ,NR00111
9.63885932981244E+017,That is just the tip of the iceberg The Hempire Strikes Back Cannabis prohibition is the crime,NR00111
9.63782904097706E+017,Yes Unfortunately some people wont believe the benefits unless its prescribed to them by someon,NR00111
9.64720604577436E+017,Yes We are survivors of NJ heroin epidemic suffering in amp Out of institutions amp jails for 11 yrs,NR00111
9.61772605089841E+017, alcoholawareness Big Alcohol exposed Worldwide The deadliest and most abused drug and killer and destroye,NR00112
9.61806468788904E+017, QUT SciReports just wondering could this be used to help school students who have alcohol foe,NR00112
9.61780512909017E+017,Thank you magtell for sharing,NR00112
9.61270743785878E+017, when the extended dosing regimens were applied with risk reduction for PML as high as 94 percent ,NR00113
9.57762114936037E+017, DiscoStew66 Gearoidmuar Time for fish bread ,NR00115
9.57379771423322E+017, JefferyNutr yes one example of the limitation of nutritionism,NR00115
9.57359650986517E+017,Interesting I always thought the lignans and phytochemicals in flax and soy were responsible for thei,NR00115
9.57430263537009E+017,Mouse study ,NR00115
9.57901985562309E+017,What a surprise ,NR00115
9.57904867212722E+017,When I was a young lad in NZ the only thing I remember about flax linseed oil was that it was used on timber,NR00115
9.5743553610446E+017,Yes interesting nonetheless ,NR00115
9.89598990227292E+017,Good to know Keep up the great work ,NR00118
1.01710148487653E+018, audibme vader7x,NR00119
9.56958970111054E+017,And mixed with black pepper the yellow turmeric root forms the perfect synergy ,NR00119
1.07451730098279E+018,Find out more about the benefits of curcumin here,NR00119
1.09111518298895E+018,Find out more about the benefits of curcumin here,NR00119
1.01710108644697E+018,Forgot all about that ,NR00119
1.00927267740247E+018,I use it before sleep and it really seems to helps with joint pain and nervous tension,NR00119
1.01710133566837E+018,Interesting timing I just bought 2 bottles of this over the weekend ,NR00119
9.56659491889603E+017,More DrinkZyn too please ,NR00119
1.01710154238869E+018,This will end up being one of the most powerful treatments for auto immune we have NIH has more in vi,NR00119
9.55001990563664E+017, JAmCollSurg it must be the present no the future very useful tool for ambulatory surgery units e,NR00120
9.60194062807519E+017,I have a block artery even though I have been a vegan for 8 years Can I do this excercise routine ,NR00125
9.50699767658615E+017, BrownUniversit,NR00126
9.49447952673661E+017,Intriguing I am not sure how a facelift can modulate migraine pathophysiology Please tell us more about the study design ,NR00127
9.48968924758069E+017,4000 IU as the upper safe limit when the target VitD concentration requires 2x that for 95 confid,NR00128
9.49017191457833E+017,8000IU ,NR00128
9.48966070039216E+017,Interesting though the subjects had vit D levels 20 ng mL ,NR00128
9.48970089897869E+017,Its a cautionary tale Ive seen levels as low as 5 ng mL in African American patients Skin pigment natural sunscreen,NR00128
9.48908329035854E+017,Thanks for sharing Jose Antonio In 22 September 2012 was published this interesting double blind,NR00128
9.48635381842489E+017,We in Northern Europe are truly fucked without meds then DAMN YOU JUPITER YOU COULD HAVE BEEN O,NR00128
9.5128768066243E+017, ChronicRights,NR00129
9.43880252077392E+017, adiz0r could well be that the causation runs from higher IQ and better sleep to regular fish eating,NR00130
9.44735763740033E+017, AllegraVianson7 Are you insinuating that Asians are smarter ,NR00130
9.46962053855506E+017, AsapSCIENCE I need sleep and vacation haha ,NR00130
9.47139683246662E+017, AsapSCIENCE Yes ,NR00130
9.43911827666358E+017, b hooker6,NR00130
9.44429131751657E+017, Cernovich Based on that its evident liberals didnt eat enough fish as kids ,NR00130
9.44430582934643E+017, Cernovich Fake news live and let live be a vegetarian,NR00130
9.444288864855E+017, Cernovich lol Ive had 3 oatmeal and Cocoa Puffs work best ,NR00130
9.44438201615127E+017, Cernovich My family eats fish all the time I sure wish my kids scores were higher than the other kids that eat fish too ,NR00130
9.44588919705805E+017, Cernovich That is because they are the children of parents who are smarter about what they eat and,NR00130
9.4445373251047E+017, Cernovich tuna,NR00130
9.4462414571896E+017, Cernovich What about krill oil ,NR00130
9.44001100524507E+017, EurekAlert Correct ,NR00130
9.44017425024078E+017, EurekAlert does fish sticks count Need clarification for the boxed food yoyos ,NR00130
9.44099663602504E+017, EurekAlert one question here is with increased research on plastics in the sea how can we guarantee clean fish ,NR00130
9.4391375446646E+017, feineron foundmyfitness Dont be dumb ,NR00130
9.44342554203558E+017, Ferjep PTA Y los del puerto San Jos comen todos los D as pescado y dicen dos m s dos 22 ,NR00130
9.43900355477344E+017, FITrebeld,NR00130
9.43875326031094E+017, foundmyfitness,NR00130
9.43910806789468E+017, foundmyfitness ,NR00130
9.43890922391163E+017, foundmyfitness Actually evidence points to the contrary benefits do outweigh the negatives Thats wh,NR00130
9.43881082847539E+017, foundmyfitness adiz0r Fatty acids are important for brain development ,NR00130
9.43909378385641E+017, foundmyfitness Correlation imo ,NR00130
9.43953574509376E+017, foundmyfitness I kind of had a realization I have been reading and writing so much about hunter gathe,NR00130
9.44341374836576E+017, foundmyfitness Im pretty sure those were not my exact words Just cause you have a potty mouth doesn,NR00130
9.43910626480542E+017, foundmyfitness Is there any chance you can provide scientific evidence that this is true ,NR00130
9.43933335927173E+017, foundmyfitness Its once a week I bet i can,NR00130
9.43924890092036E+017, foundmyfitness joerogan Dont forget about hemp ,NR00130
9.44320529791619E+017, foundmyfitness joerogan Lots of potential confounding variables there but it seems plausible that it would be beneficial ,NR00130
9.43920514556363E+017, foundmyfitness joerogan the uk tried omega oil trials on kids It made no difference This is li,NR00130
9.43878680056656E+017, foundmyfitness No,NR00130
9.44059640555491E+017, foundmyfitness Thats exactly my point correlation does not equal causation,NR00130
9.43907925654983E+017, foundmyfitness The only important question ,NR00130
9.43874871674753E+017, foundmyfitness win ,NR00130
9.43953059314655E+017, foundmyfitness yeah with sardines its still fairly safe because they are lower on the food chain and,NR00130
9.43884878193549E+017, foundmyfitness Yes Omega 3 supplements are a good alternative ,NR00130
9.43941627604754E+017, foundmyfitness You get dumber of course ,NR00130
9.44985144506638E+017, holisticvetUK Shame that fish are a problem with heavy metal contamination ,NR00130
9.44099480680444E+017, inittowinit0 Ive ready weekly fish also tested well with less people in that pool getting alzheim,NR00130
9.44445739354206E+017, JeffNylen Does this include fish sticks,NR00130
9.43923525169177E+017, JeffNylen Randomized controlled trials which have been done with fish oil and have shown improv,NR00130
9.44244665120907E+017, joerogan a minnow a day keeps stupid at bay ,NR00130
9.44115033671438E+017, joerogan Association does not equal causation Multiple grounds for confounding and bias in this s,NR00130
9.44712780149506E+017, joerogan Chicken or the egg do smarter people eat fish because of its known health benefits or,NR00130
9.44115510295151E+017, joerogan Children who are able to eat fish at least weekly and who can get more sleep tend to end up smarter newsflash ,NR00130
9.43936011733647E+017, joerogan Correlation causation Fish eaters are generally wealthy ,NR00130
9.43986172363264E+017, joerogan Correlation is not causation Children who eat fish once a week probably have it prepared,NR00130
9.43917789718262E+017, joerogan Curious Is this just because theyre likely Asian and have high discipline parents Rem,NR00130
9.43910114532016E+017, joerogan Did the study check the income level of the kids Fish is pretty expensive if you have t,NR00130
9.43911104501174E+017, joerogan Does long John silvers count ,NR00130
9.43925278170141E+017, joerogan Enjoy both of your work Isnt this study using the same logic as people who eat meat die,NR00130
9.44053563470295E+017, joerogan Families who buy and eat fish tend to be well off and smart to begin with Dumb families,NR00130
9.43908375187694E+017, joerogan Fish sticks count ,NR00130
9.44026902586647E+017, joerogan I mean my opinion means nothing but when i supplement fish oils i can feel the anti infla,NR00130
9.44212262117573E+017, joerogan I used to get fish sticks does that count ,NR00130
9.439209799646E+017, joerogan Im curious too what did the study define as fish Clearly not frozen fish sticks ha,NR00130
9.43922367822225E+017, joerogan Important to look at the totality of data Randomized controlled trials have shown that fish oil,NR00130
9.43918115959611E+017, joerogan Jokes aside fish is healthier than burgers for sure No wonder I feel so dumb,NR00130
9.43915860959355E+017, joerogan JosephAgu,NR00130
9.43921774881919E+017, joerogan Maybe smart parentes get there children to eat fish ,NR00130
9.43907921292866E+017, joerogan Must be the mercury lol,NR00130
9.44105736224891E+017, joerogan No doubt fish is good for the brain but the amount of micro plastics in all living things,NR00130
9.4392314505601E+017, joerogan tell that to my dipshit Filipino cousins that eat fish every night ,NR00130
9.43964706817151E+017, joerogan Test the fish in your diet for heavy metals like mercury ,NR00130
9.44038156151636E+017, joerogan Theyre called Asians Theyre good a math and study for five hours in the back of restaurants ,NR00130
9.43912520808616E+017, joerogan This sounds like a load of BS ,NR00130
9.44020911644201E+017, joerogan This theory seems fishy ,NR00130
9.43938044020904E+017, joerogan Too bad Fish doesnt taste any good so not worth it ,NR00130
9.43923898352943E+017, joerogan Too many factors to draw that conclusion Maybe the kids that ate fish also have less toys We just dont know,NR00130
9.43918181034345E+017, joerogan True,NR00130
9.43909418277724E+017, joerogan Tuna fish in a can count ,NR00130
9.43915180207026E+017, joerogan What happens to the kids when they get loaded with mercury and plastic from said fish ,NR00130
9.43925830895526E+017, joerogan What if another group of children consumed those children who consumed the fish once a we,NR00130
9.43929793430487E+017, joerogan Wife Where are you going Me Our baby needs more fish ,NR00130
9.43911817432195E+017, joerogan Yes but many of them drown ,NR00130
9.43950632804864E+017, mattstaggs I have been eating a lot of fish Sardines mackerel and wild caught salmon I cant af,NR00130
9.44565126518202E+017, MiloWear1A Or is it higher iq people are more health conscious and lead a healthier life style ,NR00130
9.44049579410035E+017, rikkimetz,NR00130
9.44962873859523E+017, rvangraafeiland foundmyfitness ,NR00130
9.4409893187262E+017, rvangraafeiland foundmyfitness Placebo fish is easy Just go to Long John Silvers I think thats all deep fried batter ,NR00130
9.44060311195316E+017, theladychuck foundmyfitness,NR00130
9.43909792602403E+017,A specific fish ,NR00130
9.44430062568399E+017,And you meet or exceed your daily allowance of mercury Wow Win Win ,NR00130
9.4402409146343E+017,Are fish oil capsules sufficient ,NR00130
9.5432010315962E+017,Are you saying samaki wana akili kuliko manyani ya Jane Goodall ,NR00130
9.43909249251394E+017,Because they are trying to figure how to get out of eating fish and pretending to be asleep so theu wont them more Boom,NR00130
9.43913648950469E+017,But is 4 points significant ,NR00130
9.43943212359615E+017,Can we please get you on JREpodcast with someone from PCRM this needs to happen Lets have both,NR00130
9.44429979881955E+017,Careful of what type of fish you eat Some have mercy in them and some can kill you The oil spil,NR00130
9.43908880240615E+017,Catholics are smart then ,NR00130
9.43874308073493E+017,Children who eat fish at least once a week sleep better and have IQ scores that are 4 points higher than those who,NR00130
9.43908368283865E+017,Correlation or causation ,NR00130
9.43908682735088E+017,Did you use a fish oil pill control group ,NR00130
9.43950416387236E+017,Do bakes fish fingers count,NR00130
9.4394927623268E+017,Do fish sandwiches at McDonalds count ,NR00130
9.43892399054623E+017,Do you think it has something to do with omega 3 ,NR00130
9.4524521100082E+017,Does the study correct for family revenue education levels etc ,NR00130
9.43874733333914E+017,Does this apply to Swedish fish ,NR00130
9.43875241511616E+017,Dunno if its the same but I grew up really poor and we ate a lot of fish sticks ,NR00130
9.43969993212953E+017,Good quality fish ,NR00130
9.48512120529973E+017,Good to include 1 or 2 portions of fish a week in diet but always tricky to link to IQ could even be reverse causality ,NR00130
9.51124252811383E+017,Hi Shay Good to hear ,NR00130
9.4443622313257E+017,Horses and carts chickens and eggs Do households that provide varied foods end up with smar,NR00130
9.4398077966266E+017,How do you find good clean fish Its not like the grocery stores amp supply chain are testing them,NR00130
