reply_id,text,news_source
1.04818199521235E+018,@debbie_fearon @world_midwives @RHDinPregnancy Yay the midwives 🙌🏽 @AboriginalMidw1,NR00026
1.04829188763385E+018,@midwife_cw ...and you are doing it @midwife_cw ! Wow!,NR00026
1.04829878384556E+018,@world_midwives Boom!,NR00026
1.04830110081249E+018,@dionnems @janethemidwife @SheenaBSooD @SagefemmeSB @JeniStevensS2S @elainebdmidwife @BradfieldZoe @nodexl… https://t.co/Sfh1fgl2ot,NR00026
1.0483034751327E+018,@lornamidwife @dionnems @SheenaBSooD @SagefemmeSB @JeniStevensS2S @elainebdmidwife @BradfieldZoe @nodexl… https://t.co/0epBWQUL4b,NR00026
1.05723400608805E+018,"And more...
https://t.co/zn5SvyvCtV",NR00026
1.04497992866252E+018,@drdairy50 Forget milk.... Use indegenious cow urine as medicine and cancer will commit suicide,NR00028
1.04514148194877E+018,@nmpf @CowVetPaul,NR00028
1.04472925403715E+018,"@PamPeekeMD @EurekAlert I agree. But for every good image, the public sees many of these in the media. https://t.co/39l2yu2CTQ",NR00030
1.04298326174232E+018,@bethany_henrick Very cool. Is it reliable in frozen stool samples?,NR00032
1.04308947347353E+018,@bethany_henrick @davidamills But it doesn’t measure Bifidobacterium at all! It measures metabolites that can be pr… https://t.co/IcU9OQoMpo,NR00032
1.04317023609293E+018,"@BenMicroCons @davidamills The EVIVO test measures levels of key metabolites including acetate and lactate, which i… https://t.co/aN2eDelm3s",NR00032
1.04323206401366E+018,"@ArrietaLab Yes, we designed it to work with previously frozen stool.  Check out our video on how this works: https://t.co/3nZkTtAeoP",NR00032
1.04534186876098E+018,@braintumourrsch @beatinggbm4,NR00033
1.04196071054316E+018,@Bainein lets hope so.,NR00034
1.13374326601546E+018,@myreflexionmed Thank you,NR00035
1.13377710147406E+018,"@Fitadelphia You’re very welcome, Cindy. Please let me know if I can be of any other help.",NR00035
1.03482800514143E+018,"@UCLAHealthNews Would a pt with spine, lung, and liver mets be a candidate for this?",NR00039
1.07448835752119E+018,"Un dels oncolegs més reconegut, Antoni Ribas. Oncoleg Català que es dedica a l'estudi i investigació del càncer de… https://t.co/Aire2HIOFw",NR00039
1.03203893321812E+018,"@MacHealthSci @CMAJ @MacDeptMed @ProfBEEM Dr. Worster was my dads ERP when he had his MI, never was I so relieved t… https://t.co/rOTGNBI9tG",NR00042
1.0320535829993E+018,@acpdaveyt @MacHealthSci @CMAJ @MacDeptMed @ProfBEEM Thanks for sharing this great example of partnership in action… https://t.co/CzaCnQAifB,NR00042
1.0300817752871E+018,"@NIH Yes, people who eat glucose become intolerant of it, so just stop eating glucose and grains that carry it.",NR00043
1.03009833651725E+018,@HHSGov @NIH https://t.co/6qL53e0Pq4,NR00043
1.03015252970994E+018,@saraesimonsen My A1C was 4.6 at 10 weeks and I failed my OGTT. My A1C throughout my pregnancy never went higher th… https://t.co/ODFWCt9YsG,NR00043
1.03450904604756E+018,"@CLMAorg @NIH Lol, never heard of this organization.",NR00043
1.02952916631053E+018,"@ASNKidney @EurekAlert una pregunta la Clortalidona 12.5 aumenta el Acido urico. verdad?
Amlodipina 2.5 mg
Telmisartan 20 mg
opcion mas",NR00045
1.02717923093583E+018,@ivanoransky Oh for god's sake.  Let's see how many media outlets pick THIS one up.,NR00047
1.02718222495591E+018,@ivanoransky If this is not that some cherry-picked data?,NR00047
1.02718322976428E+018,@ivanoransky @AnnieBruton @kimble_rachel,NR00047
1.02718994297858E+018,@ivanoransky This could be an ignobel candidate for AIR.,NR00047
1.02724349649798E+018,"@ivanoransky In 1998, Wakefield based on 12 patients, all of them having significant other problems. Wakefield is i… https://t.co/A3GSf0cEmt",NR00047
1.02728709094034E+018,"@jdegett @ivanoransky It has to make you laugh, then think.
Um . . . I don't think Abrahams means laugh at it because it's under-powered.",NR00047
1.02729778442744E+018,@ivanoransky @Skepticscalpel How are these study results even viable with only *9* participants?!,NR00047
1.02731192201273E+018,@arctichamster @ivanoransky No.,NR00047
1.02737392661429E+018,"@ivanoransky @stephaniemlee And a surrogate marker.
The fact that the AAAS brand is at the top, with this disclaime… https://t.co/XWsFRKaOti",NR00047
1.02738054913088E+018,@ivanoransky @stephaniemlee I naively didn’t realize Eurekalert was a pay-to-subscribe or pay-per-use service. That… https://t.co/JfPWq6yK46,NR00047
1.02738175717007E+018,@ivanoransky It's emerging that means it's real.,NR00047
1.0274007974774E+018,"@EtTuCarl @ivanoransky No, no!
Emerging means it is trial balloon.
If not too many folks giggle and gaffaw, then they will run with it ;-)))",NR00047
1.0275009244771E+018,A total of nine healthy adults (what a sample size!) drank around 200ml of tart cherry juice every day. Researchers… https://t.co/zDCjuACUhf,NR00047
1.02759569824863E+018,@ivanoransky You pay your money and @aaas will lend you its credibility.,NR00047
1.02774081808019E+018,"@ccziv You are so cynical, @ccziv . Thanks for the read. At least they noted who funded the study. And 9 subjects!… https://t.co/LCi7Lh9Md4",NR00047
1.02775979345549E+018,"@ivanoransky @ACSHorg Not only absurdly small n (9) but no control cohort, diet uncontrolled...this is bullshit, not science.",NR00047
1.023959369422E+018,@iamcivilengg Awsome invention 😍😍,NR00050
1.02600916069198E+018,@HorsetalkNZ I'm sorry but ever since the Theranos scandal I am very very VERY wary of any device that claims to be… https://t.co/U0l0eXcJmj,NR00050
1.02173544347644E+018,@NMCancelliere @VitorMendesPer1 Congrats Nikki!,NR00051
1.02103272403378E+018,@emilia_suze I think I need this. Lol,NR00052
1.01995258967959E+018,@SteveFaulkner19 @medical_xpress Let them eat cake then!,NR00053
1.02008536601407E+018,@runningdoc That’s way I love being a fluffy grandma!!,NR00053
1.02927368209772E+018,"@medical_xpress Nothing like adding a little fuel to the fire ...""chuckle""",NR00053
1.08556678715504E+018,@TonRoelandse We are always here to help!,NR00056
1.0978841825194E+018,@ThailandMedica1 @dupuytren But what?,NR00056
1.09789348879924E+018,@Tommy2fingers1 @ThailandMedica1 https://t.co/ganfQqlpDm,NR00056
1.09789356721595E+018,@IanIreland @ThailandMedica1 https://t.co/ganfQqlpDm,NR00056
1.00976022402941E+018,@FaustmanLab @MassGeneralNews @EurekAlert @AmDiabetesAssn Seems very important. For those of us without the means t… https://t.co/tQKHb8sT3x,NR00062
1.0099509594207E+018,This is exciting news I will be following...I have been a DCCT/EDIC study participant for TID for 30 years and will… https://t.co/dCF6w2wIrT,NR00062
1.15186705367171E+018,"BCG）が接種された1型糖尿病患者全員の
HbA1cが接種後 3年時点でほぼ正常レベルに改善し
その改善はその後5年間持続した

BCGワクチンは全く新しい仕組み・細胞の糖消費亢進によって
血糖制御を良くすることも今回の研究で確認された",NR00062
1.00624462864587E+018,@PCRM @EurekAlert Awesome info!,NR00066
1.00625261764167E+018,@PCRM @Microbiomeplus @EurekAlert Good to know,NR00066
1.00633486499456E+018,@PCRM @EurekAlert But they taste like mangoes! 😥,NR00066
1.00659137784368E+018,@PCRM @EurekAlert Love them. Here in Fl they are coming into season!! I have 2 on my mango tree,NR00066
1.0065920700631E+018,"@Froggie717 @PCRM @EurekAlert They are so yummy, to me",NR00066
1.00923560108907E+018,@functionalfood Interesting study promoting the benefits of mangoes. Perfect for summer.,NR00066
1.00310781147833E+018,がんの世界最大学会 免疫療法に関する発表に注目集まる | NHKニュース   https://t.co/VfBObNPqwe https://t.co/r93q6R2ig2,NR00068
1.00127302365425E+018,@ParsingScience @doc_cook Oh that is just too dang cool!,NR00072
9.92826170105369E+017,"@odibro If Vtgn shows efficacy,  jnj buys them",NR00078
9.92828189473944E+017,@odibro $VTGN is gonna be lot better...,NR00078
9.92715499434738E+017,@OfTrauma https://t.co/q0iNVDqd8O,NR00079
9.94922434108232E+017,"But, on reading primary paper, the evidence for interaction between fish protein (parvalbumin) and the ""clumps"" of… https://t.co/MqsAqrMKbJ",NR00083
9.8731871035544E+017,@TerenceCrofts @GrattonCaterina @WUSTL A step in the right direction to assess reproducibility but continuous rsfMR… https://t.co/fjEPOHFI79,NR00084
9.87349931009757E+017,@GrattonCaterina @hashtagAshleyN @NeuroCellPress @WUSTL @stevenmnelson @ndosenbach @gordonneuro @DeannaJGreene… https://t.co/uoqILFYMyf,NR00084
7.55044219488731E+017,"@AmerPhysician @MDMagazine Blood tests have overtaken diagnosis to the near exclusion of patient self-reports, doctors’ active listening.",NR00085
1.14592702151777E+018,"Here are some more articles in this thread.
https://t.co/qY7xtlHRjN",NR00091
1.14592945465451E+018,https://t.co/PloH4bRJU1,NR00091
9.399176013078E+017,@drmikenz @ProfCarolineS Wonder if it would have any influence on other types of gynecological pain such as with en… https://t.co/O0ehPPuiKM,NR00091
9.40044017890243E+017,"@caitlynr_dpt @ProfCarolineS Great question, it looks like it is quite pain specific. We are running a survey at th… https://t.co/t1CUbgPZ0a",NR00091
9.79431235444294E+017,@AmaalStarling Great work! Would this type of device provide any relief for tension type headaches or is it mainly for migraines?,NR00092
9.79487684115751E+017,@MattT12 Thank you for your interest. Studies using #sTMS have been studied specifically in #migraine. We do not ha… https://t.co/vzamypY078,NR00092
9.79713610422411E+017,"@aparanjape Hmm after TMS was initially hyped so much for psychiatric disorders only to slowly fizzle out, can’t sa… https://t.co/AlW9FW8seU",NR00092
9.79728885225947E+017,"@tweeterinshock @aparanjape @netshrink ""breakthrough"" / path breaking / miracle therapies are encountered probably… https://t.co/dMnTh6kNje",NR00092
9.81985109162254E+017,#Antibodies against the gene products of individual TRK genes can be found at our website: https://t.co/nmJ2vwHjUF… https://t.co/gttorIZmVc,NR00093
9.78346494163083E+017,@medical_xpress @MUSChealth Just what I need.,NR00094
9.78602992537625E+017,@hp_ems @DMResponse @DrScottNewton robust new tech !!!  Bring it !!!,NR00094
9.78347266258952E+017,@AbsorbScience Hi today's chat topic is tips for using storytelling in dementia care @creativitycare,NR00095
9.78704398988784E+017,@AmaritBio Wow!   Is that possible?,NR00095
9.78707648148259E+017,"@hellie111 Some times, these findings come and go but we have try and make sure that we don't miss a simple therapy… https://t.co/6ypwBe37iO",NR00095
9.78707905582117E+017,"@AmaritBio If this is true we can all get tested now or anytime.
Just a saliva test.",NR00095
9.75850113611502E+017,@SIRspecialists @SandeepBaglaMD @Team_VIV Very Happy to read that the procedure we described with my colleague Dr O… https://t.co/EPgw5Oy26D,NR00097
9.76339204207792E+017,@rcasainson With a modified virus injected directly into the cancer - interesting!,NR00098
9.7635677627793E+017,@stuffysour Oncolytic virus is a hot topic.,NR00098
9.81289505591308E+017,@Ablate_Cancer And the sad reality is T-vec is far in superior to #PV10,NR00098
9.73920310884995E+017,@MUSC_COM @ARRS_Radiology @EurekAlert Which kind of breast cancers?🤔,NR00099
9.70634258086851E+017,@bradloncar Include in the flight package lol,NR00102
9.70634436147544E+017,@bradloncar a 60K solution for an option already available OTC for under 5 bucks..  ha!,NR00102
9.70634920002404E+017,@Sport234a Comes standard with every first class ticket on Singapore Airlines.,NR00102
9.70635310911623E+017,@bradloncar Is this a joke? $60K??,NR00102
9.70635547424076E+017,@SilenceCEO That's approximately what it currently costs for the blindness indication it is approved for.,NR00102
9.70636958014804E+017,@bradloncar Discount included in NRA memberships!,NR00102
9.7063749791409E+017,@bradloncar Perfect price point for Skymall.,NR00102
9.70639639399805E+017,"@bradloncar Not a Vanda fan, but PIII design suggests it’s used for just 1 day.  Implies cost per acute episode is… https://t.co/4arxeoqpM8",NR00102
9.71359292354892E+017,Whoever chose the stock photo can't possibly be the same person who wrote this – I wish they had read the article..… https://t.co/G4rQOis1Ej,NR00104
9.68223845898445E+017,@NeuroscienceNew @SanJoan Oh verd @SanJoan !,NR00106
9.68538583991816E+017,"@BeMoreBeNow 2 things, 1- Having everything will never work or make you happy. 2- What others say is most of the ti… https://t.co/wKixwYIPYJ",NR00106
9.68581585065869E+017,@NeuroscienceNew nice!,NR00106
9.68603875140915E+017,@StacyLu88 Been taking probiotics for a while. Fecal transplant if they fail. #bacteria,NR00106
9.71149023330497E+017,"@CanadaFirst101 I've used the orange brand, which is okay. But, both my proctologist and gastroenterologist recomme… https://t.co/byukLD9n9M",NR00106
9.79388486179607E+017,@QuietRaine This is true Raine,NR00106
1.16313415741918E+018,@clipped_news Learn the basics of the Mediterranean Diet here! https://t.co/GFaLdXd47r the basics of the Mediterran… https://t.co/N0SzAgHs3C,NR00107
9.72532502542869E+017,@anabolicminds We've written about the heart health benefits of a Mediterranean Diet here! https://t.co/PgaNXJLsmi,NR00107
1.03080924912581E+018,@ChiroSecrets That sounds hopeful!,NR00109
9.63847176144253E+017,@SGottliebFDA This is great. Now why can't we make progress by making use of analyses of #kratom supported by scien… https://t.co/jVeCMbHsda,NR00109
9.63847848327463E+017,@NuckChorris16 @SGottliebFDA Right!? And that not so much analysis as it is common sense!,NR00109
9.63847917776892E+017,"@SGottliebFDA Instead if intentional vagueness in addressing these deaths, why not admit publicly that those 43 dea… https://t.co/rhOhqeiimj",NR00109
9.63853935239942E+017,"@megtirrell Clinical evaluation works well, IMO.",NR00109
9.63859989805793E+017,@LittleZelda_ אבל כן הפכה אותו לגיבור על!!,NR00109
9.6391302108815E+017,@megtirrell “Test results can be available within 3 to 4 hours.” CT results are available right away and allow eval… https://t.co/75ISQKPo3R,NR00109
9.639431826891E+017,@stlsportsmed Super frustrating! The scary thing is on the Banyan website. Although they never use the word concuss… https://t.co/dkciYExYiK,NR00109
9.63956615102779E+017,"@stlsportsmed Wow.  I just tweeted about this a sec ago as it seemed promising.  Digging in a little further, it ap… https://t.co/X9vh4nEvK0",NR00109
9.63965420716855E+017,@stlsportsmed Read it today too. Had the thought that the FDA doesn’t seem to know what this test does.,NR00109
9.63965742885597E+017,@stlsportsmed It will get a lot of mention for concussion diagnosis but that’s not it’s use. And doesn’t fit well i… https://t.co/sZVbg6eTHV,NR00109
9.6415756582647E+017,@CohenProf @nytimes Putting a $ price tag on events that risk TBI as opposed to a player sitting out if they fail a… https://t.co/IlLBcJ6PYB,NR00109
9.64162811063566E+017,@stlsportsmed @concussionblog I completely agree,NR00109
9.64164439929905E+017,@US_FDA @NFL Read this please!,NR00109
9.64173291777872E+017,"@US_FDA What about kids in sports. So, they can have early warnings to quit before they have to much damage m",NR00109
9.64179301221446E+017,@spinesurgerydoc @megtirrell This is why we have a Canadian CT head rule and PECARN...,NR00109
9.64179457408893E+017,"@megtirrell Let us be very clear, that this is not a blood test for concussions, but a blood test for ruling out in… https://t.co/PoCmxmCYdN",NR00109
9.64233451938501E+017,@jeresch It would have been nice if @NATA1950 made that distinction when they tweeted the story out!,NR00109
9.64410622505923E+017,@pawinpawin @ollq_pllo รอ FDA Thai ก่อน ...,NR00109
9.64410957228159E+017,@DrRider @ollq_pllo อยากรู้ว่าเอาไปใช้ในพวก CSF Rhinorrhea ได้มั้ย แต่มันในเลือดนี่หว่า,NR00109
9.64431894929588E+017,@pawinpawin @DrRider Marker ช่วยในเรื่อง dx แต่ Ct ช่วยทั้ง Dx และ plan treatment  ยิ่งถ้าราคาไม่ได้ถูกกว่าทำ CT มาก ก็คงยังไม่น่าสนใจครับ,NR00109
9.64436037081563E+017,@ollq_pllo @DrRider ช่วยที่ รพช มั้ยครับ,NR00109
9.64511584465846E+017,@BetaMomma @virenkaul @drdangayach @AmyGDalaMD Seems like another 1000 to bill - for what? If it takes 4 hrs it’s n… https://t.co/pIfmpz5Z6n,NR00109
9.64744001034302E+017,"@bryanacotton1 Wow....if this is real, it’s a game changer.",NR00109
9.64851515579159E+017,@BrianReuwer Interesting article!,NR00109
9.64911494747083E+017,@bryanacotton1 Wow!,NR00109
9.64931884349383E+017,@VijayDuggirala @US_FDA Awesome to see new means of testing for #concussion but questions remain about uch-l1 and g… https://t.co/watlW9S9VM,NR00109
9.65012721598165E+017,@bryanacotton1 Yowza,NR00109
9.6530811018018E+017,@PenguinsFan62 Great stuff that effectively proves what the research has been pointing to for a while now. Trying t… https://t.co/zE1qYk08GF,NR00109
9.6530855129924E+017,@acarducci I won’t be holding my breath.,NR00109
9.71235484683981E+017,"Özellikle genç-idealist sağlık habercilerinin dikkatine sunarım :)
@akguleser1  ve @fesraoz",NR00109
9.74071382479987E+017,@ATCanonymous,NR00109
9.74082193336295E+017,"@chelsmtoney NOT a test for concussion, not for kids under 18. Please read statement from NATA 
https://t.co/NHiwku78G0",NR00109
9.74085296840151E+017,@jkimeatc @chelsmtoney Thank you!,NR00109
9.74092264996835E+017,@jkimeatc Never said it was a TEST for concussions. Apologize if it came across that way was just stating the headl… https://t.co/ZY2b4CcWi9,NR00109
9.62017137823924E+017,"@NIH Now add Severe/Very Severe ME to the trials-Sweden shows abnl proteins in CSF of these pts, and this disease m… https://t.co/589llgQMUW",NR00110
9.6228562642169E+017,@NIH Awesome work!,NR00110
9.62286687555605E+017,@NIH Will this approach be eventually implemented to diagnose or will PD remain to be clinicallt diagnosed?,NR00110
1.01394148644929E+018,@CannabisList @Bleeding4Kansas @EurekAlert #ksleg @CJOnline https://t.co/nWYKASpzW2,NR00111
1.01394890284678E+018,@CannabisList @MikeLoBurgio @EurekAlert Tell this to the premier of South Australia ... he needs educating on this issue.,NR00111
1.0443455144085E+018,@CBDivaHealth Nice 🙌,NR00111
9.63610879798469E+017,@cannabis_times It seems like common sense to be honest.,NR00111
9.63782904097706E+017,@BeckleyResearch Yes! Unfortunately some people won't believe the benefits unless it's prescribed to them by someon… https://t.co/TL03rnTQfg,NR00111
9.6378310603237E+017,"@PlayersNetwork But you will likely do it on your own since most doctors are being paid to profit from other drugs,… https://t.co/f1l0orTRTE",NR00111
9.63786383683965E+017,"@PlayersNetwork For senoirs also with depression, apetite loss, not sleeping well, helps enjoy music/movies more, e… https://t.co/dBBP4boHhT",NR00111
9.63816977335759E+017,@DizzyLizzy2906 @ukhomeoffice @PaulFlynnMP They and all the governments since 1971 have done a very good job of ignoring the evidence!,NR00111
9.638220992017E+017,@chrisbx515 @ukhomeoffice @PaulFlynnMP Agreed...Misuse of Drugs Act 1971 has barely (if at all) been revised in 50y… https://t.co/O6Yj6Y9YDf,NR00111
9.63858634747863E+017,@DizzyLizzy2906 @ukhomeoffice @PaulFlynnMP Unless you work in the home office then you can ease licences through fo… https://t.co/snlTS1ZpON,NR00111
9.63860595429859E+017,@c_cannabiscafe @ukhomeoffice @PaulFlynnMP And all the while scientific researchers like Prof David Nutt have had t… https://t.co/OklgIRKZzW,NR00111
9.63885932981244E+017,"@BeckleyResearch That is just the tip of the iceberg!!

The Hempire Strikes Back

Cannabis prohibition is the crime… https://t.co/D6gqmRjbHd",NR00111
9.63887658547237E+017,"@c_cannabiscafe @DizzyLizzy2906 @ukhomeoffice @PaulFlynnMP Limbic capitalism - sugar, tobacco etc. This is one of m… https://t.co/Ek1w02STZP",NR00111
9.63900815336493E+017,@littlbit21 @BarnsGreg I don't think that is a fair criticism. We often see @BarnsGreg stand up and advocate for pa… https://t.co/5llkbE6cP3,NR00111
9.63961036574478E+017,"@Cindybin20022 @PlayersNetwork you have every right to be against ""alcohol &amp; marijuana &amp; profanity"" /your apparentl… https://t.co/K2otApW7eV",NR00111
9.64142424959472E+017,@cannaworldsite Hello Jeff Sessions,NR00111
9.64720604577436E+017,"@BeckleyResearch Yes! We are survivors of NJ heroin epidemic, suffering in &amp; Out of institutions &amp; jails for 11 yrs… https://t.co/duwGl5t17q",NR00111
9.65314541142856E+017,@420 @ScienceDaily Great article! Amazing stats #LegalizeIt #flowerpower    🔥💨💨✌️😎,NR00111
9.6673050981983E+017,@CherylShuman Education and legalization will help on this critical front! #cannabis #PainManagement @CherylShuman,NR00111
9.72334306772255E+017,@BeckleyResearch #noshitsherlock,NR00111
9.61772605089841E+017,@magtell #alcoholawareness Big Alcohol exposed Worldwide-The deadliest and most abused drug and killer and destroye… https://t.co/PD1ZyLHbUt,NR00112
9.61780512909017E+017,@magtell Thank you @magtell for sharing,NR00112
9.61806468788904E+017,@medical_xpress @QUT @SciReports just wondering ... could this be used to help school students who have alcohol foe… https://t.co/plFucDHGrg,NR00112
9.61270743785878E+017,"""...when the extended dosing regimens were applied, with risk reduction for PML as high as 94 percent.""",NR00113
9.57359650986517E+017,"@JefferyNutr Interesting, I always thought the lignans and phytochemicals in flax and soy were responsible for thei… https://t.co/QdRUszhNLI",NR00115
9.57379771423322E+017,"@RChrisCC @JefferyNutr yes, one example of the limitation of nutritionism",NR00115
9.57430263537009E+017,@JefferyNutr Mouse study.,NR00115
9.5743553610446E+017,"@EAllen0417 Yes, interesting nonetheless!",NR00115
9.57762114936037E+017,@LouiseStephen9 @DiscoStew66 @Gearoidmuar Time for fish bread?,NR00115
9.57901985562309E+017,@LouiseStephen9 What a surprise. 😉,NR00115
9.57904867212722E+017,@LouiseStephen9 When I was a young lad in NZ the only thing I remember about flax (linseed) oil was that it was used on timber,NR00115
9.89598990227292E+017,@DLAdentalLab Good to know! Keep up the great work!,NR00118
1.00927267740247E+018,@JoeRoganEXP I use it before sleep and it really seems to helps with joint pain and nervous tension,NR00119
1.01710108644697E+018,@OphirGottlieb Forgot all about that!,NR00119
1.01710133566837E+018,@OphirGottlieb Interesting timing... I just bought 2 bottles of this over the weekend.,NR00119
1.01710148487653E+018,@OphirGottlieb @audibme @vader7x,NR00119
1.01710154238869E+018,@DEANSTA1873 This will end up being one of the most powerful treatments for auto-immune we have. NIH has more in vi… https://t.co/u5xdFF4aPl,NR00119
1.07451730098279E+018,@joethewatchman Find out more about the benefits of curcumin here: https://t.co/aV8mEdZqyK,NR00119
1.09111518298895E+018,@TerryLemerond Find out more about the benefits of curcumin here: https://t.co/aV8mEdZqyK,NR00119
9.56659491889603E+017,"@UCLAnewsroom More @DrinkZyn too, please!  :) https://t.co/9tPjtt8HlE",NR00119
9.56958970111054E+017,@UCLAnewsroom And mixed with black pepper the yellow turmeric root forms the perfect synergy! 🔥👁🌟,NR00119
9.55001990563664E+017,"@AmCollSurgeons @JAmCollSurg it must be the present, no the future, very useful tool for ambulatory surgery units e… https://t.co/h2CF4GIFMP",NR00120
9.60194062807519E+017,@PlantBasedRx I have a block artery even though I have been a vegan for 8 years. Can I do this excercise routine ?,NR00125
9.50699767658615E+017,@BrownUniversity https://t.co/0oghtRwGsj,NR00126
9.49447952673661E+017,@fsgpmt Intriguing. I am not sure how a facelift can modulate migraine pathophysiology. Please tell us more about the study design.,NR00127
9.48635381842489E+017,"@andrewducker We in Northern Europe are truly fucked without meds, then.
DAMN YOU, JUPITER!! YOU COULD HAVE BEEN *O… https://t.co/v4rAe24Zlc",NR00128
9.48908329035854E+017,@JoseAntonioPhD Thanks for sharing Jose Antonio. In  22 September 2012 was published this interesting double-blind… https://t.co/3MHku5BzUw,NR00128
9.48966070039216E+017,"@AnnChildersMD Interesting, though the subjects had vit D levels ≤ 20 ng/mL.",NR00128
